Name	Gender	Count	Ethnicity	
JAHIR	MALE	30	HISPANIC	
JAHMIR	MALE	90	BLACK	
JAIDEN	MALE	674	BLACK/HISPANIC	
JAIME	MALE	82	HISPANIC	
JAIR	MALE	30	HISPANIC	
JAKE	MALE	1438	ASIAN/HISPANIC/WHITE	
JAKUB	MALE	33	WHITE	
JALEN	MALE	160	BLACK	
JAMAL	MALE	95	BLACK	
JAMAR	MALE	36	BLACK	
JAMARI	MALE	91	BLACK	
JAMEL	MALE	61	BLACK	
JAMES	MALE	5001	ASIAN/BLACK/HISPANIC/WHITE	
JAMESON	MALE	14	WHITE	
JAMIR	MALE	47	BLACK	
JANIEL	MALE	30	HISPANIC	
JANUEL	MALE	63	HISPANIC	
JARED	MALE	331	BLACK/HISPANIC	
JARIEL	MALE	278	HISPANIC	
JASIAH	MALE	186	BLACK/HISPANIC	
JASON	MALE	3311	ASIAN/BLACK/HISPANIC/WHITE	
JASPER	MALE	521	WHITE/ASIAN	
JAVIER	MALE	456	HISPANIC	
JAX	MALE	83	WHITE/HISPANIC	
JAXON	MALE	374	WHITE/BLACK/HISPANIC	
JAXSON	MALE	140	WHITE/HISPANIC/BLACK	
JAY	MALE	317	ASIAN/HISPANIC/WHITE	
JAYCE	MALE	561	HISPANIC/BLACK	
JAYCEON	MALE	266	HISPANIC/BLACK	
JAYCOB	MALE	58	HISPANIC	
JAYDEN	MALE	7759	ASIAN/BLACK/WHITE/HISPANIC	
JAYLEN	MALE	394	BLACK/HISPANIC	
JAYREN	MALE	30	HISPANIC	
JAYSON	MALE	370	BLACK/HISPANIC	
JEAN	MALE	346	HISPANIC	
JEANCARLOS	MALE	30	HISPANIC	
JEFFERSON	MALE	207	HISPANIC	
JEFFREY	MALE	627	ASIAN/HISPANIC	
JELANI	MALE	33	BLACK	
JENCARLOS	MALE	63	HISPANIC	
JEREMIAH	MALE	3108	BLACK/HISPANIC	
JEREMIAS	MALE	78	HISPANIC	
JEREMY	MALE	2246	ASIAN/BLACK/HISPANIC/WHITE	
JERMAINE	MALE	90	BLACK	
JERRY	MALE	339	ASIAN/HISPANIC	
JESSE	MALE	298	BLACK/HISPANIC/WHITE	
JESUS	MALE	962	HISPANIC	
JIMMY	MALE	228	HISPANIC/ASIAN	
JOAQUIN	MALE	292	HISPANIC/WHITE	
JOEL	MALE	1832	BLACK/HISPANIC/WHITE	
JOHAN	MALE	426	HISPANIC	
JOHANN	MALE	48	HISPANIC	
JOHN	MALE	3882	ASIAN/BLACK/HISPANIC/WHITE	
JOHNATHAN	MALE	48	HISPANIC	
JOHNNY	MALE	364	ASIAN/HISPANIC	
JONAEL	MALE	12	HISPANIC	
JONAH	MALE	951	HISPANIC/WHITE/BLACK	
JONAS	MALE	159	HISPANIC/BLACK	
JONATHAN	MALE	4015	ASIAN/BLACK/HISPANIC/WHITE	
JORDI	MALE	12	HISPANIC	
JORGE	MALE	495	HISPANIC	
JOSE	MALE	1714	HISPANIC	
JOSEF	MALE	21	WHITE	
JOSEPH	MALE	6135	ASIAN/BLACK/HISPANIC/WHITE	
JOSHUA	MALE	5010	ASIAN/BLACK/HISPANIC/WHITE	
JOSIAH	MALE	2182	BLACK/HISPANIC/ASIAN	
JOSUE	MALE	514	HISPANIC	
JOZIAH	MALE	10	HISPANIC	
JUAN	MALE	1090	HISPANIC	
JUDAH	MALE	411	WHITE/BLACK	
JUDE	MALE	280	WHITE	
JULIAN	MALE	2699	ASIAN/HISPANIC/WHITE/BLACK	
JULIEN	MALE	192	HISPANIC/WHITE	
JULIO	MALE	309	HISPANIC	
JULIUS	MALE	487	HISPANIC/BLACK	
JUN	MALE	30	ASIAN	
JUNIOR	MALE	126	HISPANIC	
JUSTICE	MALE	240	BLACK/HISPANIC	
JUSTIN	MALE	4956	ASIAN/BLACK/HISPANIC/WHITE	
KABIR	MALE	44	ASIAN	
KACPER	MALE	33	WHITE	
KADEN	MALE	421	BLACK/HISPANIC/ASIAN	
KAIDEN	MALE	889	BLACK/HISPANIC	
KALEB	MALE	354	BLACK/HISPANIC	
KAMARI	MALE	175	BLACK	
KAMERON	MALE	96	BLACK	
KARAS	MALE	41	WHITE	
KAREEM	MALE	176	BLACK/WHITE	
KARTER	MALE	236	BLACK/HISPANIC	
KAYDEN	MALE	1400	BLACK/HISPANIC/ASIAN	
KAZI	MALE	10	ASIAN	
KEITH	MALE	66	BLACK	
KELVIN	MALE	210	HISPANIC	
KENDRICK	MALE	106	HISPANIC	
KENNETH	MALE	590	BLACK/HISPANIC/WHITE/ASIAN	
KENNY	MALE	231	HISPANIC/ASIAN	
KEVIN	MALE	3917	ASIAN/BLACK/HISPANIC/WHITE	
KHALIL	MALE	179	BLACK	
KIAN	MALE	24	WHITE/ASIAN	
KIERAN	MALE	178	WHITE	
KIMI	MALE	140	ASIAN	
KING	MALE	853	BLACK/HISPANIC	
KINGSLEY	MALE	358	ASIAN	
KINGSTON	MALE	98	ASIAN/BLACK	
KIYAN	MALE	81	BLACK	
KRISH	MALE	59	ASIAN	
KRISTIAN	MALE	81	BLACK	
KYLE	MALE	1550	ASIAN/BLACK/WHITE/HISPANIC	
KYMANI	MALE	129	BLACK	
KYREE	MALE	10	BLACK	
KYRIE	MALE	238	BLACK/HISPANIC	
KYSON	MALE	24	ASIAN	
LAITH	MALE	30	WHITE	
LAMAR	MALE	45	BLACK	
LANDON	MALE	529	BLACK/HISPANIC/WHITE/ASIAN	
LARRY	MALE	30	HISPANIC	
LAWRENCE	MALE	247	ASIAN	
LAZER	MALE	281	WHITE	
LEANDRO	MALE	202	HISPANIC	
LEGEND	MALE	28	BLACK	
LEIBISH	MALE	46	WHITE	
LENNY	MALE	123	HISPANIC	
LEO	MALE	2258	ASIAN/HISPANIC/WHITE/BLACK	
LEON	MALE	739	ASIAN/WHITE/BLACK/HISPANIC	
LEONARD	MALE	47	WHITE	
LEONARDO	MALE	1291	HISPANIC/WHITE/ASIAN	
LEONEL	MALE	102	HISPANIC	
LEONIDAS	MALE	67	HISPANIC/WHITE	
LEV	MALE	168	WHITE	
LEVI	MALE	1019	BLACK/WHITE/HISPANIC	
LIAM	MALE	6340	ASIAN/BLACK/HISPANIC/WHITE	
LIAN	MALE	30	HISPANIC	
LINCOLN	MALE	114	WHITE/ASIAN	
LIONEL	MALE	10	HISPANIC	
LIPA	MALE	426	WHITE	
LORENZO	MALE	540	HISPANIC/WHITE/BLACK	
LOUIS	MALE	719	ASIAN/HISPANIC/WHITE	
LUCA	MALE	1375	WHITE/HISPANIC/ASIAN	
LUCAS	MALE	5590	ASIAN/BLACK/HISPANIC/WHITE	
LUCIAN	MALE	12	WHITE	
LUCIEN	MALE	84	WHITE	
LUIS	MALE	1467	HISPANIC	
LUKA	MALE	312	WHITE	
LUKAS	MALE	457	HISPANIC/WHITE	
LUKE	MALE	1951	ASIAN/HISPANIC/WHITE/BLACK	
MADDOX	MALE	30	HISPANIC	
MAHAMADOU	MALE	30	BLACK	
MAISON	MALE	76	HISPANIC/BLACK	
MAJOR	MALE	113	BLACK	
MAKAI	MALE	71	BLACK	
MAKHI	MALE	33	BLACK	
MAKSIM	MALE	63	WHITE	
MALACHI	MALE	740	BLACK	
MALCOLM	MALE	72	BLACK	
MALEK	MALE	10	WHITE	
MALIK	MALE	387	BLACK/WHITE	
MAMADOU	MALE	370	BLACK	
MANUEL	MALE	410	HISPANIC	
MARC	MALE	223	BLACK/WHITE/HISPANIC	
MARCEL	MALE	41	WHITE	
MARCELO	MALE	36	HISPANIC	
MARCO	MALE	600	HISPANIC/WHITE	
MARCOS	MALE	288	HISPANIC	
MARCUS	MALE	1156	ASIAN/BLACK/HISPANIC/WHITE	
MARIO	MALE	239	HISPANIC	
MARK	MALE	1001	HISPANIC/WHITE/ASIAN/BLACK	
MARLON	MALE	131	HISPANIC	
MARQUIS	MALE	30	BLACK	
MARTIN	MALE	640	ASIAN/HISPANIC/WHITE	
MARVIN	MALE	150	HISPANIC	
MASON	MALE	5687	ASIAN/BLACK/HISPANIC/WHITE	
MASSIMO	MALE	36	WHITE	
MATEO	MALE	1216	HISPANIC/WHITE	
MATHEW	MALE	246	HISPANIC	
MATHIAS	MALE	172	HISPANIC	
MATIAS	MALE	330	HISPANIC	
MATTEO	MALE	578	WHITE/HISPANIC	
MATTHEW	MALE	7264	ASIAN/BLACK/HISPANIC/WHITE	
MATTHIAS	MALE	10	HISPANIC	
MAURICE	MALE	74	BLACK	
MAURICIO	MALE	115	HISPANIC	
MAX	MALE	2108	ASIAN/HISPANIC/WHITE	
MAXIM	MALE	328	WHITE	
MAXIMILIAN	MALE	482	WHITE/HISPANIC/ASIAN	
MAXIMILIANO	MALE	195	HISPANIC	
MAXIMO	MALE	66	HISPANIC	
MAXIMUS	MALE	494	HISPANIC/WHITE/BLACK	
MAXWELL	MALE	1062	WHITE/ASIAN/HISPANIC/BLACK	
MAYER	MALE	333	WHITE	
MAYSON	MALE	33	HISPANIC	
MD	MALE	47	ASIAN	
MEILECH	MALE	118	WHITE	
MEIR	MALE	712	WHITE	
MEKHI	MALE	311	BLACK	
MELVIN	MALE	152	HISPANIC	
MENACHEM	MALE	1167	WHITE	
MENASHE	MALE	79	WHITE	
MENDEL	MALE	565	WHITE	
MENDY	MALE	232	WHITE	
MESHILEM	MALE	32	WHITE	
MESSIAH	MALE	637	BLACK/HISPANIC	
MEYER	MALE	85	WHITE	
MICAH	MALE	640	BLACK/WHITE	
MICHAEL	MALE	7083	ASIAN/BLACK/HISPANIC/WHITE	
MIGUEL	MALE	1130	HISPANIC	
MIKAEL	MALE	10	ASIAN	
MIKE	MALE	166	HISPANIC	
MILES	MALE	1158	ASIAN/BLACK/WHITE/HISPANIC	
MILO	MALE	291	WHITE	
MISAEL	MALE	30	HISPANIC	
MOHAMED	MALE	1204	ASIAN/BLACK/WHITE	
MOHAMMAD	MALE	826	ASIAN/WHITE	
MOHAMMED	MALE	875	ASIAN/BLACK/WHITE	
MOISES	MALE	209	HISPANIC	
MOISHE	MALE	272	WHITE	
MORDCHE	MALE	40	WHITE	
MORDECHAI	MALE	1102	WHITE	
MORRIS	MALE	129	WHITE	
MOSES	MALE	357	WHITE	
MOSHE	MALE	3199	WHITE	
MOTTY	MALE	11	WHITE	
MOUHAMED	MALE	80	BLACK	
MOUSSA	MALE	195	BLACK	
MUHAMMAD	MALE	1775	ASIAN/BLACK/WHITE	
MUSA	MALE	135	ASIAN/BLACK	
MUSTAFA	MALE	61	ASIAN	
MYLES	MALE	300	BLACK/WHITE/HISPANIC	
NACHMAN	MALE	104	WHITE	
NAFTALI	MALE	334	WHITE	
NAFTULI	MALE	185	WHITE	
NASIR	MALE	403	BLACK	
NATHAN	MALE	3206	ASIAN/BLACK/HISPANIC/WHITE	
NATHANAEL	MALE	50	BLACK/HISPANIC	
NATHANIEL	MALE	2473	ASIAN/BLACK/HISPANIC/WHITE	
NAZIR	MALE	30	BLACK	
NEHEMIAH	MALE	72	BLACK	
NEIL	MALE	79	ASIAN	
NELSON	MALE	296	ASIAN/HISPANIC	
NEYMAR	MALE	140	HISPANIC	
NICHOLAS	MALE	4019	ASIAN/BLACK/HISPANIC/WHITE	
NICO	MALE	175	WHITE	
NICOLAS	MALE	1222	BLACK/HISPANIC/WHITE	
NIGEL	MALE	30	BLACK	
NIKHIL	MALE	45	ASIAN	
NIKITA	MALE	66	WHITE	
NIKOLAI	MALE	11	WHITE	
NIKOLAS	MALE	70	WHITE	
NOACH	MALE	21	WHITE	
NOAH	MALE	6457	ASIAN/BLACK/HISPANIC/WHITE	
NOAM	MALE	228	WHITE	
NOEL	MALE	501	HISPANIC/BLACK	
NOLAN	MALE	429	WHITE/ASIAN/BLACK/HISPANIC	
NOSSON	MALE	112	WHITE	
OLIVER	MALE	2461	ASIAN/HISPANIC/WHITE	
OMAR	MALE	1190	BLACK/HISPANIC/WHITE/ASIAN	
OMARI	MALE	199	BLACK	
OREN	MALE	11	WHITE	
ORI	MALE	33	WHITE	
ORION	MALE	30	WHITE	
ORLANDO	MALE	30	HISPANIC	
OSCAR	MALE	1210	ASIAN/HISPANIC/WHITE	
OTIS	MALE	10	WHITE	
OTTO	MALE	73	WHITE	
OUMAR	MALE	139	BLACK	
OUSMANE	MALE	106	BLACK	
OWEN	MALE	1825	ASIAN/HISPANIC/WHITE/BLACK	
PABLO	MALE	272	HISPANIC	
PATRICK	MALE	838	ASIAN/BLACK/HISPANIC/WHITE	
PAUL	MALE	596	HISPANIC/WHITE/BLACK	
PEDRO	MALE	290	HISPANIC	
PERETZ	MALE	23	WHITE	
PETER	MALE	915	ASIAN/HISPANIC/WHITE	
PHILIP	MALE	316	WHITE	
PIERCE	MALE	28	WHITE	
PINCHAS	MALE	194	WHITE	
PINCHUS	MALE	138	WHITE	
PRESTON	MALE	523	BLACK/HISPANIC/WHITE/ASIAN	
PRINCE	MALE	762	BLACK/HISPANIC	
PRINCETON	MALE	63	BLACK	
QUINCY	MALE	85	BLACK	
RAFAEL	MALE	785	HISPANIC/WHITE	
RANDY	MALE	447	HISPANIC	
RAPHAEL	MALE	302	WHITE	
RAUL	MALE	111	HISPANIC	
RAYAN	MALE	480	ASIAN/WHITE	
RAYMOND	MALE	830	ASIAN/HISPANIC/WHITE	
RAYYAN	MALE	143	ASIAN	
REED	MALE	96	WHITE	
REHAN	MALE	118	ASIAN	
REID	MALE	191	WHITE	
REUBEN	MALE	33	WHITE	
REUVEN	MALE	67	WHITE	
RHYS	MALE	64	WHITE	
RICARDO	MALE	331	BLACK/HISPANIC	
RICHARD	MALE	1312	ASIAN/BLACK/HISPANIC/WHITE	
RICKY	MALE	164	ASIAN	
RIVER	MALE	13	WHITE	
ROBERT	MALE	1782	BLACK/HISPANIC/WHITE/ASIAN	
ROBERTO	MALE	227	HISPANIC	
ROCCO	MALE	238	WHITE	
RODNEY	MALE	30	BLACK	
RODRIGO	MALE	161	HISPANIC	
ROGER	MALE	33	HISPANIC	
ROHAN	MALE	228	ASIAN	
ROMAN	MALE	459	WHITE/HISPANIC/BLACK/ASIAN	
ROMEO	MALE	162	HISPANIC	
RONALD	MALE	53	HISPANIC	
RONALDO	MALE	10	HISPANIC	
RONAN	MALE	161	WHITE	
RORY	MALE	119	WHITE	
ROY	MALE	186	ASIAN	
ROYCE	MALE	33	HISPANIC	
RUBEN	MALE	126	HISPANIC	
RUSSELL	MALE	11	WHITE	
RYDER	MALE	233	WHITE/ASIAN	
SAIFAN	MALE	12	ASIAN	
SALVATORE	MALE	368	WHITE	
SAM	MALE	466	WHITE	
SAMI	MALE	42	WHITE	
SAMIR	MALE	224	WHITE/BLACK	
SAMUEL	MALE	4322	ASIAN/BLACK/HISPANIC/WHITE	
SANTIAGO	MALE	671	HISPANIC	
SANTINO	MALE	114	WHITE	
SAUL	MALE	109	HISPANIC/WHITE	
SAVION	MALE	30	BLACK	
SAWYER	MALE	144	WHITE	
SEAN	MALE	1261	ASIAN/BLACK/HISPANIC/WHITE	
SEBASTIAN	MALE	4579	ASIAN/BLACK/HISPANIC/WHITE	
SEKOU	MALE	45	BLACK	
SELIM	MALE	25	WHITE	
SERGIO	MALE	200	HISPANIC	
SETH	MALE	92	BLACK/HISPANIC/WHITE	
SHALOM	MALE	173	WHITE	
SHANE	MALE	401	HISPANIC/WHITE/BLACK	
SHAUL	MALE	30	WHITE	
SHAWN	MALE	317	ASIAN/HISPANIC/BLACK	
SHAYA	MALE	368	WHITE	
SHAYAAN	MALE	39	ASIAN	
SHAYAN	MALE	60	ASIAN	
SHIA	MALE	426	WHITE	
SHIMON	MALE	1261	WHITE	
SHLOIME	MALE	181	WHITE	
SHLOIMY	MALE	198	WHITE	
SHLOMA	MALE	52	WHITE	
SHLOME	MALE	268	WHITE	
SHLOMO	MALE	841	WHITE	
SHMIEL	MALE	300	WHITE	
SHMUEL	MALE	681	WHITE	
SHNEUR	MALE	96	WHITE	
SHOLOM	MALE	237	WHITE	
SHRAGA	MALE	71	WHITE	
SHULEM	MALE	493	WHITE	
SIDNEY	MALE	30	WHITE	
SILAS	MALE	159	WHITE	
SIMCHA	MALE	417	WHITE	
SIMON	MALE	741	ASIAN/WHITE	
SINCERE	MALE	242	BLACK	
SOLOMON	MALE	607	WHITE	
SPENCER	MALE	274	WHITE	
STANLEY	MALE	266	ASIAN/WHITE	
STEPHEN	MALE	311	BLACK/HISPANIC/WHITE	
STEVE	MALE	105	HISPANIC	
STEVEN	MALE	1983	ASIAN/BLACK/HISPANIC/WHITE	
SUBHAN	MALE	30	ASIAN	
SULAIMAN	MALE	10	ASIAN	
SYED	MALE	328	ASIAN	
TERRELL	MALE	60	BLACK	
TERRENCE	MALE	75	BLACK/ASIAN	
TERRY	MALE	43	ASIAN	
THEO	MALE	166	WHITE	
THEODORE	MALE	1478	WHITE/ASIAN/HISPANIC	
THIAGO	MALE	328	HISPANIC	
THOMAS	MALE	2257	ASIAN/HISPANIC/WHITE/BLACK	
TIMOTHY	MALE	819	ASIAN/BLACK/HISPANIC/WHITE	
TIMUR	MALE	26	WHITE	
TOMAS	MALE	104	HISPANIC/WHITE	
TONY	MALE	136	ASIAN	
TRAVIS	MALE	216	ASIAN/BLACK/HISPANIC	
TRISTAN	MALE	1627	BLACK/HISPANIC/WHITE/ASIAN	
TROY	MALE	78	BLACK	
TYLER	MALE	2962	ASIAN/BLACK/HISPANIC/WHITE	
TZVI	MALE	594	WHITE	
UMAR	MALE	10	WHITE	
URIEL	MALE	208	HISPANIC	
USHER	MALE	348	WHITE	
VALENTINO	MALE	60	HISPANIC	
VICTOR	MALE	1269	ASIAN/BLACK/HISPANIC/WHITE	
VIHAAN	MALE	81	ASIAN	
VINCENT	MALE	1750	ASIAN/HISPANIC/WHITE	
VINCENZO	MALE	99	WHITE	
WALKER	MALE	10	WHITE	
WALTER	MALE	91	HISPANIC/WHITE	
WESLEY	MALE	460	WHITE/ASIAN/HISPANIC	
WESTON	MALE	33	WHITE	
WILLIAM	MALE	4332	ASIAN/BLACK/HISPANIC/WHITE	
WILSON	MALE	323	ASIAN/HISPANIC	
WINSTON	MALE	189	ASIAN/WHITE	
WOLF	MALE	98	WHITE	
WYATT	MALE	434	WHITE/BLACK	
XANDER	MALE	49	HISPANIC	
XAVIER	MALE	2193	ASIAN/BLACK/HISPANIC/WHITE	
YAAKOV	MALE	713	WHITE	
YADIEL	MALE	294	HISPANIC	
YAHIR	MALE	224	HISPANIC	
YAHYA	MALE	43	WHITE	
YAIR	MALE	30	HISPANIC	
YAKOV	MALE	801	WHITE	
YANDEL	MALE	117	HISPANIC	
YANIEL	MALE	30	HISPANIC	
YANKY	MALE	36	WHITE	
YARIEL	MALE	146	HISPANIC	
YASEEN	MALE	91	WHITE	
YASSIN	MALE	53	WHITE	
YECHEZKEL	MALE	72	WHITE	
YECHIEL	MALE	426	WHITE	
YEHOSHUA	MALE	319	WHITE	
YEHUDA	MALE	1122	WHITE	
YEHUDAH	MALE	30	WHITE	
YERIK	MALE	39	HISPANIC	
YESHAYA	MALE	33	WHITE	
YIDA	MALE	39	WHITE	
YIDEL	MALE	63	WHITE	
YISRAEL	MALE	132	WHITE	
YISROEL	MALE	1107	WHITE	
YITZCHAK	MALE	167	WHITE	
YITZCHOK	MALE	866	WHITE	
YOEL	MALE	242	WHITE	
YONA	MALE	30	WHITE	
YONAH	MALE	30	WHITE	
YONATAN	MALE	12	WHITE	
YOSEF	MALE	1435	WHITE	
YOSSI	MALE	161	WHITE	
YOUSEF	MALE	210	WHITE	
YOUSSEF	MALE	247	WHITE	
YUSUF	MALE	287	ASIAN/WHITE	
ZABDIEL	MALE	11	HISPANIC	
ZACHARIAH	MALE	30	BLACK	
ZACHARY	MALE	2202	ASIAN/BLACK/HISPANIC/WHITE	
ZAHIR	MALE	42	BLACK	
ZAIDEN	MALE	42	BLACK	
ZAIN	MALE	187	ASIAN/WHITE	
ZAIRE	MALE	303	BLACK	
ZALMEN	MALE	144	WHITE	
ZAMIR	MALE	30	BLACK	
ZANE	MALE	30	BLACK	
ZAYAN	MALE	161	ASIAN	
ZAYDEN	MALE	214	HISPANIC/BLACK	
ZAYN	MALE	33	ASIAN/WHITE	
ZEV	MALE	668	WHITE	
ZION	MALE	761	BLACK/HISPANIC	
ZYAIRE	MALE	42	BLACK	
ANGEL	MALE/FEMALE	3288	BLACK/HISPANIC/ASIAN	
JIA	MALE/FEMALE	81	ASIAN	
JORDAN	MALE/FEMALE	2176	ASIAN/BLACK/WHITE/HISPANIC	
KAI	MALE/FEMALE	888	ASIAN/BLACK/WHITE/HISPANIC	
LOGAN	MALE/FEMALE	3019	ASIAN/BLACK/HISPANIC/WHITE	
NANA	MALE/FEMALE	60	BLACK	
ROWAN	MALE/FEMALE	228	WHITE	
ROYAL	MALE/FEMALE	41	BLACK	
SHEA	MALE/FEMALE	184	WHITE	
SKYLER	MALE/FEMALE	186	HISPANIC/BLACK	
TENZIN	MALE/FEMALE	807	ASIAN	
